Regionalschluessel;Name;Breitengrad;Laengengrad
066360010010;Ringgau;51.089308;10.073445
066360011011;Sontra;51.068496;9.952489
066360012012;Waldkappel;51.134409;9.858138
066360013013;Wanfried;51.169931;10.170384
066360014014;Wehretal;51.146432;9.995165
066360015015;Weißenborn;51.118167;10.126576
066360016016;Witzenhausen;51.339499;9.827696
066369200200;Gutsbezirk Kaufunger Wald;51.285867;9.737923
071110000000;Koblenz;50.348519;7.579529
071310007007;Bad Neuenahr-Ahrweiler;50.52971;7.125128
071310070070;Remagen;50.593737;7.205257
071310077077;Sinzig;50.52774;7.22561
071310090090;Grafschaft;50.573021;7.082674
071315001001;Adenau;50.38051;6.954508
071315001004;Antweiler;50.405592;6.828142
071315001005;Aremberg;50.414836;6.797152
071315001008;Barweiler;50.35766;6.870559
071315001009;Bauler;50.327023;6.870063
071315001015;Dankerath;50.337858;6.821091
071315001018;Dorsel;50.387654;6.792597
071315001021;Eichenbach;50.428115;6.819135
071315001022;Fuchshofen;50.420754;6.855993
071315001026;Harscheid;50.461038;6.891795
071315001028;Herschbroich;50.364428;6.980275
071315001030;Hoffeld;50.369998;6.817761
071315001032;Honerath;50.382069;6.900462
071315001033;Hümmel;50.469005;6.79473
071315001034;Insul;50.438851;6.909963
071315001037;Kaltenborn;50.414072;7.012014
071315001042;Kottenborn;50.350645;6.90461
071315001044;Leimbach;50.406325;6.948582
071315001050;Meuspath;50.341272;6.96887
071315001051;Müllenbach;50.320019;6.922141
071315001052;Müsch;50.387085;6.830798
071315001058;Nürburg;50.339588;6.948159
071315001062;Ohlenhard;50.443511;6.767531
071315001065;Pomster;50.34711;6.848768
071315001066;Quiddelbach;50.348953;6.936505
071315001069;Reifferscheid;50.407526;6.887232
071315001072;Rodder;50.392033;6.860699
071315001074;Schuld;50.447338;6.882838
071315001075;Senscheid;50.328934;6.832191
071315001076;Sierscheid;50.459414;6.917598
071315001079;Trierscheid;50.350486;6.815815
071315001082;Wershofen;50.443892;6.823227
071315001083;Wiesemscheid;50.334225;6.897307
071315001084;Wimbach;50.366659;6.904622
071315001085;Winnerath;50.429762;6.876986
071315001086;Wirft;50.373194;6.850763
071315001501;Dümpelfeld;50.435914;6.945665
071315002002;Ahrbrück;50.483889;6.977545
071315002003;Altenahr;50.518684;6.984225
071315002011;Berg;50.536925;6.949706
071315002017;Dernau;50.527824;7.045643
071315002027;Heckenbach;50.450133;7.068108
071315002029;Hönningen;50.464408;6.947482
071315002036;Kalenborn;50.554279;6.989125
071315002039;Kesseling;50.468565;7.019273
071315002040;Kirchsahr;50.516754;6.904926
071315002047;Lind;50.490332;6.924964
071315002049;Mayschoß;50.519796;7.017977
071315002068;Rech;50.507242;7.03743
071315003006;Bad Breisig;50.507204;7.281942
071315003014;Brohl-Lützing;50.475769;7.313085
071315003025;Gönnersdorf;50.478677;7.261957
071315003081;Waldorf;50.481777;7.226282
071315004016;Dedenbach;50.477196;7.159665
071315004041;Königsfeld;50.49876;7.173403
071315004054;Niederdürenbach;50.448864;7.168376
071315004055;Niederzissen;50.457186;7.215659
071315004059;Oberdürenbach;50.461768;7.1494
071315004060;Oberzissen;50.451905;7.194249
071315004073;Schalkenbach;50.486915;7.132259
071315004201;Brenk;50.431043;7.169985
071315004202;Burgbrohl;50.4574;7.265326
071315004204;Galenberg;50.43771;7.191539
071315004205;Glees;50.416122;7.25451
071315004206;Hohenleimbach;50.413041;7.067005
071315004208;Spessart;50.442788;7.121275
071315004209;Wassenach;50.436996;7.272139
071315004210;Wehr;50.420619;7.20834
071315004211;Weibern;50.405929;7.141439
071315004502;Kempenich;50.419892;7.117455
071325003018;Daaden;50.741933;7.973271
071325003019;Derschen;50.705616;7.998908
071325003026;Emmerzhausen;50.716292;8.027078
071325003036;Friedewald;50.708233;7.968324
071325003050;Herdorf;50.777253;7.94867
071325003068;Mauden;50.715978;8.005423
071325003075;Niederdreisbach;50.746254;7.919929
071325003079;Nisterberg;50.684666;7.9841
071325003101;Schutzbach;50.75518;7.904085
071325003113;Weitefeld;50.725135;7.928805
071325006007;Birkenbeul;50.744458;7.624976
071325006010;Bitzen;50.790132;7.694964
071325006013;Breitscheidt;50.750286;7.658355
071325006014;Bruchertseifen;50.746451;7.712148
071325006028;Etzbach;50.774601;7.694167
071325006034;Forst;50.811289;7.684419
071325006038;Fürthen;50.78175;7.672184
071325006044;Hamm (Sieg);50.76546;7.67557
071325006077;Niederirsen;50.75658;7.603528
071325006091;Pracht;50.761687;7.635266
071325006096;Roth;50.760676;7.70699
071325006102;Seelbach bei Hamm (Sieg);50.747195;7.683857
071325007012;Brachbach;50.813967;7.942737
071325007037;Friesenhagen;50.893771;7.79207
071325007045;Harbach;50.869719;7.838363
071325007063;Kirchen (Sieg);50.821236;7.877467
071325007072;Mudersbach;50.833682;7.949726
071325007076;Niederfischbach;50.852608;7.876062
071325008008;Birken-Honigsessen;50.826956;7.74456
071325008011;Mittelhof;50.784649;7.796021
071325008054;Hövels;50.798125;7.780133
071325008080;Katzwinkel (Sieg);50.822592;7.801224
071325008105;Selbach (Sieg);50.746626;7.771834
071325008117;Wissen;50.777659;7.747835
071325009002;Alsdorf;50.767625;7.886328
071325009006;Betzdorf;50.783479;7.861175
071325009020;Dickendorf;50.734654;7.853647
071325009024;Elben;50.755572;7.834045
071325009025;Elkenroth;50.728166;7.884747
071325009030;Fensdorf;50.740824;7.784486
071325009039;Gebhardshain;50.744718;7.811559
071325009042;Grünebach;50.777398;7.906734
071325009059;Kausen;50.744172;7.876566
071325009066;Malberg;50.717265;7.820537
071325009071;Molzhain;50.75066;7.85916
071325009073;Nauroth;50.696996;7.871312
071325009095;Rosenheim (Landkreis Altenkirchen);50.715953;7.85179
071325009098;Scheuerfeld;50.78357;7.844562
071325009107;Steinebach/Sieg;50.73362;7.830507
071325009108;Steineroth;50.759488;7.857215
071325009111;Wallmenroth;50.799434;7.837273
071325010001;Almersbach;50.674707;7.626868
071325010004;Bachenberg;50.71878;7.646983
071325010005;Berzhausen;50.655811;7.569457
071325010009;Birnbach;50.706493;7.581866
071325010015;Bürdenbach;50.611834;7.527515
071325010016;Burglahr;50.613599;7.499191
071325010017;Busenhausen;50.722972;7.634419
071325010022;Eichelhardt;50.71734;7.69779
071325010023;Eichen;50.632683;7.5351
071325010027;Ersfeld;50.69548;7.514989
071325010029;Eulenberg;50.602115;7.474121
071325010031;Fiersbach;50.699093;7.491651
071325010032;Flammersfeld;50.650134;7.524717
071325010033;Fluterschen;50.664556;7.632116
071325010035;Forstmehren;50.701739;7.533296
071325010040;Gieleroth;50.66623;7.672439
071325010041;Giershausen;50.680993;7.545458
071325010043;Güllesheim;50.602546;7.530408
071325010046;Hasselbach;50.717514;7.51432
071325010047;Helmenzen;50.697004;7.612296
071325010048;Helmeroth;50.73817;7.730809
071325010049;Hemmelzen;50.691839;7.580406
071325010051;Heupelzen;50.723332;7.617797
071325010052;Hilgenroth;50.735669;7.655752
071325010053;Hirz-Maulsbach;50.684461;7.47966
071325010055;Horhausen (Westerwald);50.587245;7.523102
071325010056;Idelberg;50.720394;7.722414
071325010057;Ingelbach;50.683883;7.709667
071325010058;Isert;50.728657;7.707499
071325010060;Kescheid;50.661401;7.496236
071325010061;Kettenhausen;50.708173;7.624012
071325010062;Kircheib;50.705764;7.461189
071325010064;Kraam;50.69204;7.539408
071325010065;Krunkel;50.578617;7.501087
071325010067;Mammelzen;50.704336;7.673438
071325010069;Mehren;50.682495;7.511443
071325010070;Michelbach (Westerwald);50.68124;7.678523
071325010078;Niedersteinebach;50.59923;7.504747
071325010081;Obererbach (Westerwald);50.71898;7.663111
071325010082;Oberirsen;50.728355;7.574739
071325010083;Oberlahr;50.619482;7.513722
071325010085;Obersteinebach;50.590888;7.488122
071325010086;Oberwambach;50.655943;7.655328
071325010087;Ölsen;50.737578;7.603547
071325010088;Orfgen;50.667249;7.526923
071325010089;Peterslahr;50.607959;7.482556
071325010090;Pleckhausen;50.597218;7.545826
071325010092;Racksen;50.735559;7.694411
071325010093;Reiferscheid;50.654412;7.544888
071325010094;Rettersen;50.708701;7.501638
071325010097;Rott;50.631934;7.491026
071325010099;Schöneberg;50.661742;7.605371
071325010100;Schürdt;50.668272;7.552057
071325010103;Seelbach (Westerwald);50.643821;7.564085
071325010104;Seifen;50.626694;7.56526
071325010106;Sörth;50.697581;7.687881
071325010109;Stürzelbach;50.651962;7.61353
071325010110;Volkerzen;50.726085;7.680279
071325010112;Walterschen;50.683017;7.564492
071325010114;Werkhausen;50.728852;7.537462
071325010115;Weyerbusch;50.70654;7.55692
071325010116;Willroth;50.57262;7.528537
071325010118;Wölmersen;50.713293;7.601322
071325010119;Ziegenhain;50.677953;7.529899
071325010201;Berod bei Hachenburg;50.643617;7.692571
071325010501;Altenkirchen (Westerwald);50.687786;7.636104
071325010502;Neitersen;50.671354;7.5835
071330006006;Bad Kreuznach;49.8374;7.868387
071335001003;Altenbamberg;49.781996;7.840275
071335001012;Biebelsheim;49.870768;7.942438
071335001030;Feilbingert;49.777389;7.790128
071335001031;Frei-Laubersheim;49.801039;7.895645
071335001032;Fürfeld;49.7725;7.890606
071335001037;Hackenheim;49.826664;7.901305
071335001039;Hallgarten;49.761011;7.781696
071335001045;Hochstätten;49.763407;7.829036
071335001069;Neu-Bamberg;49.787144;7.919672
071335001078;Pfaffen-Schwabenheim;49.85119;7.947764
071335001080;Pleitersheim;49.833116;7.950563
071335001104;Tiefenthal;49.758925;7.906738
071335001106;Volxheim;49.822467;7.927129
071335006002;Allenfeld;49.868026;7.674265
071335006004;Argenschwang;49.882003;7.699247
071335006013;Bockenau;49.842172;7.672115
071335006014;Boos;49.793513;7.717959
071335006015;Braunweiler;49.870286;7.733979
071335006019;Burgsponheim;49.832901;7.7085
071335006021;Dalberg;49.892337;7.729469
071335006027;Duchroth;49.773622;7.742183
071335006033;Gebroth;49.878088;7.658836
071335006036;Gutenberg;49.880089;7.805878
071335006040;Hargesheim;49.865425;7.830189
071335006044;Hergenfeld;49.912661;7.743046
071335006048;Hüffelsheim;49.822357;7.788384
071335006061;Mandel;49.854291;7.769028
071335006068;Münchwald;49.897122;7.678583
071335006070;Niederhausen;49.79815;7.779584
071335006071;Norheim;49.809638;7.80701
071335006074;Oberhausen an der Nahe;49.785669;7.752202
071335006075;Oberstreit;49.798392;7.698037
071335006086;Roxheim;49.863184;7.799574
071335006088;Sankt Katharinen;49.868618;7.76806
071335006089;Schloßböckelheim;49.810057;7.74857
071335006098;Sommerloch;49.878537;7.753266
071335006099;Spabrücken;49.912101;7.695385
071335006100;Spall;49.905296;7.650529
071335006101;Sponheim;49.85233;7.713093
071335006105;Traisen;49.821278;7.820321
071335006107;Waldböckelheim;49.817094;7.701181
071335006109;Wallhausen;49.889825;7.759916
071335006112;Weinsheim;49.83484;7.765067
071335006115;Winterbach;49.897284;7.618145
071335006117;Rüdesheim;49.845865;7.806744
071335009008;Bärenbach;49.750862;7.444364
071335009010;Becherbach bei Kirn;49.732998;7.500623
071335009016;Brauweiler;49.828642;7.497118
071335009038;Hahnenbach;49.808557;7.416048
071335009041;Heimweiler;49.754345;7.492268
071335009042;Heinzenberg;49.823512;7.476411
071335009043;Hennweiler;49.829456;7.439619
071335009046;Hochstetten-Dhaun;49.800685;7.498941
071335009047;Horbach;49.826129;7.515075
071335009052;Kirn;49.778927;7.454905
071335009059;Limbach;49.73612;7.538009
071335009063;Meckenbach;49.769742;7.505615
071335009073;Oberhausen bei Kirn;49.808832;7.450862
071335009077;Otzweiler;49.712374;7.509844
071335009096;Simmertal;49.82301;7.524575
071335009113;Weitersborn;49.853806;7.527742
071335009201;Bruschied;49.834803;7.406195
071335009202;Kellenbach;49.846976;7.480522
071335009203;Königsau;49.858959;7.477805
071335009204;Schneppenbach;49.848489;7.406158
071335009205;Schwarzerden;49.868777;7.52171
071335010001;Abtweiler;49.746055;7.657043
071335010005;Auen;49.830281;7.597284
071335010009;Bärweiler;49.740054;7.593555
071335010011;Becherbach;49.658061;7.679158
071335010017;Breitenheim;49.695866;7.630472
071335010020;Callbach;49.701692;7.712732
071335010022;Daubach;49.843746;7.634759
071335010024;Desloch;49.720639;7.625756
071335010049;Hundsbach;49.7203;7.562554
071335010050;Ippenschied;49.867183;7.622042
071335010051;Jeckenbach;49.714258;7.600474
071335010053;Kirschroth;49.755952;7.575263
071335010055;Langenthal;49.830212;7.57312
071335010057;Lauschied;49.746393;7.622876
071335010058;Lettweiler;49.737225;7.734951
071335010060;Löllbach;49.691625;7.593722
071335010062;Martinstein;49.803179;7.541831
071335010064;Meddersheim;49.772343;7.607085
071335010065;Meisenheim;49.710149;7.671425
071335010066;Merxheim;49.780009;7.549325
071335010067;Monzingen;49.809809;7.593148
071335010072;Nußbaum;49.809404;7.622997
071335010076;Odernheim am Glan;49.75925;7.712905
071335010081;Raumbach;49.729124;7.650747
071335010082;Rehbach;49.855637;7.637624
071335010083;Rehborn;49.729325;7.698243
071335010084;Reiffelbach;49.684212;7.686497
071335010090;Schmittweiler;49.682316;7.708506
071335010092;Schweinschied;49.702131;7.56457
071335010094;Seesbach;49.844316;7.550291
071335010102;Staudernheim;49.773752;7.682634
071335010111;Weiler bei Monzingen;49.815526;7.553533
071335010116;Winterburg;49.864392;7.649561
071335010501;Bad Sobernheim;49.839745;7.608945
071335011018;Bretzenheim;49.879304;7.887321
071335011023;Daxweiler;49.982085;7.734722
071335011025;Dörrebach;49.941281;7.702316
071335011026;Dorsheim;49.928146;7.874573
071335011028;Eckenroth;49.926158;7.78363
071335011035;Guldental;49.890173;7.84405
071335011054;Langenlonsheim;49.903622;7.881861
071335011056;Laubenheim;49.919419;7.88824
071335011085;Roth;49.943527;7.799451
071335011087;Rümmelsheim;49.933638;7.854155
071335011091;Schöneberg;49.928116;7.740351
071335011093;Schweppenhausen;49.922451;7.794612
071335011095;Seibersbach;49.961667;7.699695
071335011103;Stromberg;49.942846;7.769443
071335011108;Waldlaubersheim;49.926408;7.825308
071335011110;Warmsroth;49.959145;7.790537
071335011114;Windesheim;49.904633;7.79905
071340045045;Idar-Oberstein;49.701875;7.3529
071345001005;Baumholder;49.624407;7.367987
071345001007;Berglangenbach;49.59941;7.261561
071345001008;Berschweiler bei Baumholder;49.572131;7.294885
071345001021;Eckersweiler;49.559269;7.292711
071345001026;Fohren-Linden;49.590092;7.288645
071345001027;Frauenberg;49.667197;7.292018
071345001033;Hahnweiler;49.57141;7.222597
071345001036;Heimbach;49.616504;7.24651
071345001051;Leitzweiler;49.591839;7.221953
071345001054;Mettweiler;49.578173;7.323104
071345001068;Reichenbach;49.643325;7.279028
071345001073;Rohrbach;49.585651;7.25891
071345001074;Rückweiler;49.580473;7.234767
071345001075;Ruschberg;49.618628;7.290073
071345002001;Abentheuer;49.660669;7.084597
071345002002;Achtelsbach;49.634405;7.066355
071345002010;Birkenfeld;49.647185;7.163382
071345002011;Börfink;49.694598;7.072302
071345002015;Brücken;49.642758;7.092113
071345002016;Buhlenberg;49.662769;7.107934
071345002018;Dambach;49.62255;7.130242
071345002020;Dienstweiler;49.637282;7.191103
071345002022;Elchweiler;49.67136;7.19391
071345002023;Ellenberg;49.661863;7.143562
071345002024;Ellweiler;49.608218;7.136049
071345002029;Gimbweiler;49.588131;7.191913
071345002031;Gollenberg;49.67181;7.160694
071345002034;Hattgenstein;49.70392;7.144447
071345002042;Hoppstädten-Weiersbach;49.613765;7.197879
071345002048;Kronweiler;49.660509;7.25955
071345002050;Leisel;49.725387;7.192686
071345002053;Meckenbach;49.611367;7.095954
071345002057;Niederbrombach;49.679243;7.243264
071345002058;Niederhambach;49.682533;7.204059
071345002061;Nohen;49.64328;7.23645
071345002062;Oberbrombach;49.695719;7.269161
071345002063;Oberhambach;49.690147;7.148536
071345002070;Rimsberg;49.657331;7.221238
071345002071;Rinzenberg;49.681896;7.118363
071345002072;Rötsweiler-Nockenthal;49.710834;7.253008
071345002078;Schmißberg;49.663655;7.203318
071345002080;Schwollen;49.713056;7.169078
071345002084;Siesbach;49.730624;7.221154
071345002085;Sonnenberg-Winnenberg;49.677371;7.274849
071345002094;Wilzenberg-Hußweiler;49.702586;7.222783
071345005003;Allenbach;49.735566;7.132952
071345005004;Asbach;49.810134;7.272012
071345005006;Bergen;49.779758;7.417666
071345005009;Berschweiler bei Kirn;49.766908;7.38882
071345005012;Bollenbach;49.837946;7.355221
071345005013;Breitenthal;49.800121;7.329307
071345005014;Bruchweiler;49.796735;7.205674
071345005017;Bundenbach;49.845537;7.378541
071345005019;Dickesbach;49.709518;7.416008
071345005025;Fischbach;49.749676;7.388115
071345005028;Gerach;49.750588;7.344874
071345005030;Gösenroth;49.8871;7.328545
071345005032;Griebelschied;49.799288;7.397622
071345005035;Hausen;49.870865;7.377558
071345005037;Hellertshausen;49.821745;7.246199
071345005038;Herborn;49.771228;7.287139
071345005039;Herrstein;49.782328;7.343076
071345005040;Hettenrodt;49.746289;7.238604
071345005041;Hintertiefenbach;49.738083;7.353961
071345005043;Horbruch;49.87988;7.24404
071345005044;Hottenbach;49.829093;7.282429
071345005046;Kempfeld;49.782541;7.241901
071345005047;Kirschweiler;49.757331;7.247768
071345005049;Krummenau;49.886311;7.270769
071345005052;Mackenrodt;49.727366;7.253351
071345005055;Mittelreidenbach;49.72227;7.433253
071345005056;Mörschied;49.789416;7.289437
071345005059;Niederhosenbach;49.791604;7.366964
071345005060;Niederwörresbach;49.763933;7.335128
071345005064;Oberhosenbach;49.812706;7.329238
071345005065;Oberkirn;49.884911;7.371393
071345005066;Oberreidenbach;49.697446;7.447527
071345005067;Oberwörresbach;49.777069;7.315831
071345005069;Rhaunen;49.860046;7.334342
071345005076;Schauren;49.810454;7.22275
071345005077;Schmidthachenbach;49.726749;7.468398
071345005079;Schwerbach;49.892798;7.354995
071345005081;Sensweiler;49.768364;7.205166
071345005082;Sien;49.691175;7.504743
071345005083;Sienhachenbach;49.687023;7.467668
071345005086;Sonnschied;49.818541;7.389105
071345005087;Stipshausen;49.850305;7.280364
071345005088;Sulzbach;49.834938;7.331588
071345005089;Veitsrodt;49.760115;7.28472
071345005090;Vollmersbach;49.743019;7.302144
071345005091;Weiden;49.804092;7.301162
071345005092;Weitersbach;49.871844;7.291208
071345005093;Wickenrodt;49.815416;7.362278
071345005095;Wirschweiler;49.770786;7.160738
071345005502;Langweiler;49.78966;7.173422
071355001007;Beilstein;50.099781;7.240883
071355001012;Bremm;50.099694;7.104655
071355001015;Briedern;50.105693;7.216632
071355001017;Bruttig-Fankel;50.131518;7.253272
071355001020;Cochem;50.144961;7.161775
071355001021;Dohr;50.125088;7.119466
071355001024;Ediger-Eller;50.104551;7.157258
071355001025;Ellenz-Poltersdorf;50.113575;7.231112
071355001027;Ernst;50.135239;7.214257
071355001029;Faid;50.150763;7.114077
071355001036;Greimersburg;50.185397;7.12955
071355001049;Klotten;50.171236;7.188188
071355001053;Lieg;50.139364;7.339622
071355001056;Lütz;50.159273;7.360861
071355001060;Mesenich;50.097592;7.205774
071355001065;Moselkern;50.202179;7.363924
071355001066;Müden (Mosel);50.186257;7.342544
071355001069;Nehren;50.084789;7.190454
071355001072;Pommern;50.173943;7.266694
071355001079;Senheim;50.078865;7.206848
071355001082;Treis-Karden;50.161817;7.300694
071355001086;Valwig;50.153067;7.224746
071355001090;Wirfus;50.201275;7.205273
071355002009;Binningen;50.204702;7.250249
071355002011;Brachtendorf;50.229725;7.225151
071355002014;Brieden;50.186843;7.263009
071355002016;Brohl;50.214182;7.280762
071355002022;Dünfus;50.216942;7.225084
071355002023;Düngenheim;50.262823;7.167525
071355002026;Eppenberg;50.246031;7.069498
071355002028;Eulgem;50.242396;7.170241
071355002031;Forst (Eifel);50.222888;7.252975
071355002033;Gamlen;50.246884;7.198374
071355002038;Hambuch;50.223668;7.173945
071355002040;Hauroth;50.255915;7.101748
071355002042;Illerich;50.202713;7.173204
071355002043;Kaifenheim;50.249059;7.22684
071355002044;Kail;50.185631;7.234857
071355002045;Kaisersesch;50.231764;7.141285
071355002046;Kalenborn;50.265023;7.081647
071355002051;Landkern;50.20258;7.136548
071355002052;Laubach;50.230719;7.068657
071355002058;Masburg;50.235345;7.106907
071355002062;Möntenich;50.222471;7.297855
071355002067;Müllenbach;50.217043;7.065286
071355002075;Roes;50.241705;7.261319
071355002084;Urmersbach;50.260129;7.129794
071355002093;Zettingen;50.223879;7.200173
071355002502;Leienkaul;50.212205;7.089314
071355003002;Alflen;50.181251;7.042557
071355003005;Auderath;50.186991;7.005678
071355003008;Beuren;50.084924;7.066175
071355003018;Büchel;50.180027;7.083161
071355003030;Filz;50.172252;6.982101
071355003034;Gevenich;50.153648;7.072343
071355003035;Gillenbeuren;50.152549;7.014584
071355003048;Kliding;50.103999;7.048993
071355003057;Lutzerath;50.120376;7.011857
071355003078;Schmitt;50.165209;7.012466
071355003083;Ulmen;50.210893;7.001485
071355003085;Urschmitt;50.120145;7.070301
071355003087;Wagenhausen;50.143823;6.984251
071355003089;Weiler;50.136711;7.076412
071355003091;Wollmerath;50.156707;6.980516
071355003501;Bad Bertrich;50.084344;7.025417
071355005001;Alf;50.061604;7.108447
071355005003;Altlay;49.983628;7.270955
071355005004;Altstrimmig;50.096314;7.298256
071355005010;Blankenrath;50.039773;7.303764
071355005013;Briedel;49.993916;7.190399
071355005019;Bullay;50.060303;7.145553
071355005032;Forst (Hunsrück);50.083357;7.321649
071355005037;Grenderich;50.059394;7.231757
071355005039;Haserich;50.03574;7.327672
071355005041;Hesweiler;50.042485;7.279557
071355005054;Liesenich;50.078302;7.262482
071355005061;Mittelstrimmig;50.071285;7.285878
071355005064;Moritzheim;50.055627;7.251009
071355005068;Neef;50.078836;7.149007
071355005070;Panzweiler;50.021963;7.306179
071355005071;Peterswald-Löffelscheid;50.00699;7.301361
071355005073;Pünderich;50.038074;7.121828
071355005074;Reidenhausen;50.054669;7.316379
071355005076;Sankt Aldegund;50.078669;7.111706
071355005077;Schauren;50.026775;7.266008
071355005080;Sosberg;50.075378;7.334403
071355005081;Tellig;50.027215;7.251856
071355005088;Walhausen;50.023336;7.280028
071355005092;Zell (Mosel);50.026661;7.201917
071370003003;Andernach;50.43231;7.372183
071370068068;Mayen;50.325599;7.195654
071370203203;Bendorf;50.436538;7.594521
071375001056;Kretz;50.396467;7.364492
071375001057;Kruft;50.381291;7.325174
071375001081;Nickenich;50.412654;7.322663
071375001088;Plaidt;50.385607;7.383632
071375001096;Saffig;50.376873;7.42043
071375002023;Einig;50.283482;7.272751
071375002027;Gappenach;50.27941;7.345841
071375002029;Gering;50.271608;7.251939
071375002030;Gierschnach;50.264737;7.343146
071375002041;Kalt;50.270373;7.393965
071375002048;Kerben;50.311557;7.36825
071375002053;Kollig;50.263249;7.267622
071375002065;Lonnig;50.312889;7.401251
071375002070;Mertloch;50.270891;7.302117
071375002080;Naunheim;50.252865;7.311337
071375002086;Ochtendung;50.347968;7.385049
071375002087;Pillig;50.236857;7.314728
071375002089;Polch;50.304482;7.31026
071375002095;Rüber;50.294455;7.378483
071375002102;Trimbs;50.332757;7.297554
071375002112;Welling;50.332866;7.328856
071375002114;Wierschem;50.217492;7.345074
071375002501;Münstermaifeld;50.241884;7.365949
071375003001;Acht;50.37339;7.070337
071375003004;Anschau;50.29849;7.089115
071375003006;Arft;50.389465;7.073491
071375003007;Baar;50.350219;7.04792
071375003011;Bermel;50.282041;7.10539
071375003014;Boos;50.308119;7.008472
071375003019;Ditscheid;50.29147;7.063971
071375003025;Ettringen;50.363138;7.207271
071375003034;Hausten;50.395304;7.115895
071375003035;Herresbach;50.362239;7.012661
071375003036;Hirten;50.328477;7.111549
071375003043;Kehrig;50.273616;7.214911
071375003049;Kirchwald;50.369877;7.145136
071375003055;Kottenheim;50.347558;7.252305
071375003060;Langenfeld;50.369077;7.100081
071375003061;Langscheid;50.383677;7.104875
071375003063;Lind;50.326674;7.03583
071375003066;Luxem;50.320478;7.096973
071375003074;Monreal;50.287863;7.15959
071375003077;Münk;50.301807;7.038965
071375003079;Nachtsheim;50.318924;7.065282
071375003092;Reudelsterz;50.314864;7.158928
071375003097;Sankt Johann;50.354589;7.187873
071375003099;Siebenbach;50.378529;7.038727
071375003105;Virneburg;50.341295;7.08395
071375003110;Weiler;50.305339;7.125476
071375003113;Welschenbach;50.362444;7.072039
071375004008;Bell;50.396143;7.223174
071375004069;Mendig;50.375471;7.266036
071375004093;Rieden;50.391893;7.177126
071375004101;Thür;50.351512;7.295591
071375004106;Volkesfeld;50.3863;7.140177
071375007218;Niederwerth;50.397643;7.598985
071375007224;Urbar;50.380357;7.633231
071375007226;Vallendar;50.406165;7.641678
071375007229;Weitersburg;50.41874;7.621687
071375008202;Bassenheim;50.356721;7.454807
071375008209;Kaltenengers;50.409862;7.540858
071375008211;Kettig;50.393846;7.455588
071375008216;Mülheim-Kärlich;50.389943;7.497763
071375008222;Sankt Sebastian;50.40642;7.555736
071375008225;Urmitz;50.410239;7.522265
071375008228;Weißenthurm;50.416131;7.455826
071375009201;Alken;50.23974;7.46777
071375009204;Brey;50.263733;7.615884
071375009205;Brodenbach;50.214354;7.442902
071375009206;Burgen;50.198658;7.391482
071375009207;Dieblich;50.289806;7.501043
071375009208;Hatzenport;50.227308;7.407031
071375009212;Kobern-Gondorf;50.313054;7.441895
071375009214;Löf;50.242549;7.432228
071375009215;Macken;50.175987;7.401772
071375009217;Niederfell;50.274672;7.480526
071375009219;Nörtershausen;50.229487;7.487479
071375009220;Oberfell;50.25645;7.467503
071375009221;Rhens;50.275824;7.580956
071375009223;Spay;50.258899;7.641908
071375009227;Waldesch;50.278405;7.539602
071375009230;Winningen;50.321905;7.512557
071375009231;Wolken;50.3377;7.473595
071375009504;Lehmen;50.271201;7.433201
071380045045;Neuwied;50.458326;7.487302
071385001003;Asbach;50.658605;7.43554
071385001044;Neustadt (Wied);50.610958;7.418689
071385001077;Windhagen;50.640163;7.358029
071385001080;Buchholz (Westerwald);50.696045;7.398874
071385002004;Bad Hönningen;50.532425;7.338857
071385002024;Hammerstein;50.484419;7.365026
071385002038;Leutesdorf;50.466451;7.386322
071385002063;Rheinbrohl;50.507749;7.356953
071385003012;Dierdorf;50.548991;7.653381
071385003023;Großmaischeid;50.500448;7.633859
071385003031;Isenburg;50.476688;7.585933
071385003034;Kleinmaischeid;50.512395;7.606054
071385003069;Stebach;50.512073;7.661354
071385003201;Marienhausen;50.570659;7.692233
071385004009;Dattenberg;50.565522;7.339517
071385004037;Leubsdorf;50.550619;7.323275
071385004041;Linz am Rhein;50.586447;7.303656
071385004055;Ockenfels;50.580978;7.281678
071385004068;Sankt Katharinen (Landkreis Neuwied);50.591331;7.356957
071385004075;Vettelschoß;50.616057;7.336622
071385004501;Kasbach-Ohlenberg;50.587983;7.271199
071385005011;Dernbach;50.546466;7.599462
071385005013;Döttesfeld;50.612118;7.560277
071385005014;Dürrholz;50.588622;7.570663
071385005025;Hanroth;50.587509;7.640757
071385005027;Harschbach;50.574463;7.595544
071385005040;Linkenbach;50.568425;7.549194
071385005048;Niederhofen;50.562553;7.605097
071385005050;Niederwambach;50.631347;7.589746
071385005052;Oberdreis;50.628463;7.670882
071385005057;Puderbach;50.601731;7.607011
071385005058;Ratzert;50.640163;7.610297
071385005059;Raubach;50.574054;7.627594
071385005064;Rodenbach bei Puderbach;50.639033;7.638101
071385005070;Steimel;50.619864;7.627705
071385005074;Urbach;50.552597;7.569907
071385005078;Woldert;50.604341;7.65359
071385007008;Bruchhausen;50.603623;7.260938
071385007019;Erpel;50.607037;7.273736
071385007062;Rheinbreitbach;50.622381;7.247589
071385007073;Unkel;50.607303;7.241994
071385009002;Anhausen;50.50215;7.542354
071385009005;Bonefeld;50.527473;7.491009
071385009006;Breitscheid;50.569547;7.44786
