Regionalschluessel;Name;Breitengrad;Laengengrad
073355001011;Gerhardsbrunn;49.35625;7.526783
073355001201;Lambsborn;49.364485;7.434178
073355001202;Langwieden;49.380365;7.508219
073355001203;Martinshöhe;49.359263;7.47603
073355002004;Enkenbach-Alsenborn;49.491692;7.908824
073355002007;Fischbach;49.462716;7.910836
073355002010;Frankenstein;49.440176;7.953514
073355002015;Hochspeyer;49.425749;7.895288
073355002026;Mehlingen;49.487475;7.842919
073355002028;Neuhemsbach;49.522678;7.914703
073355002048;Waldleiningen;49.393096;7.887802
073355002205;Sembach;49.515179;7.86537
073355008016;Hütschenhausen;49.42472;7.478169
073355008020;Kottweiler-Schwanden;49.480212;7.529671
073355008030;Niedermohr;49.461603;7.47585
073355008038;Ramstein-Miesenbach;49.440065;7.56785
073355008044;Steinwenden;49.460401;7.511697
073355009005;Erzenhausen;49.504637;7.620731
073355009006;Eulenbis;49.502461;7.649769
073355009019;Kollweiler;49.515981;7.581438
073355009024;Mackenbach;49.474631;7.583419
073355009040;Rodenbach;49.467977;7.667023
073355009043;Schwedelbach;49.495137;7.587316
073355009049;Weilerbach;49.470706;7.626251
073355009501;Reichenbach-Steegen;49.501809;7.53216
073355010009;Frankelbach;49.530974;7.632857
073355010013;Heiligenmoschel;49.5554;7.757021
073355010014;Hirschhorn/Pfalz;49.521995;7.68398
073355010017;Katzweiler;49.503771;7.695337
073355010025;Mehlbach;49.524424;7.720977
073355010029;Niederkirchen;49.572635;7.695646
073355010033;Olsbrücken;49.541291;7.667019
073355010034;Otterbach;49.488033;7.735204
073355010035;Otterberg;49.510508;7.786609
073355010041;Schallodenbach;49.547285;7.711013
073355010042;Schneckenhausen;49.537836;7.74428
073355010046;Sulzbachtal;49.517975;7.647614
073355011002;Bann;49.398567;7.635942
073355011012;Hauptstuhl;49.397551;7.495841
073355011018;Kindsbach;49.416145;7.628302
073355011021;Krickenbach;49.367001;7.67413
073355011022;Landstuhl;49.403272;7.559107
073355011023;Linden;49.350067;7.64509
073355011027;Mittelbrunn;49.375267;7.553308
073355011031;Oberarnbach;49.383275;7.585972
073355011037;Queidersbach;49.378709;7.645295
073355011045;Stelzenberg;49.378848;7.721295
073355011047;Trippstadt;49.35138;7.783064
073355011204;Schopp;49.352769;7.703535
073365008001;Adenbach;49.664552;7.65363
073365008005;Aschbach;49.598143;7.578447
073365008012;Buborn;49.638356;7.540154
073365008013;Cronenberg;49.650472;7.624471
073365008014;Deimberg;49.631072;7.517201
073365008019;Einöllen;49.606111;7.639991
073365008023;Eßweiler;49.559812;7.557524
073365008029;Ginsweiler;49.647265;7.644973
073365008030;Glanbrücken;49.611788;7.526776
073365008033;Grumbach;49.65796;7.55855
073365008035;Hausweiler;49.646509;7.560162
073365008036;Hefersweiler;49.606412;7.686218
073365008038;Heinzenhausen;49.624079;7.611262
073365008040;Herren-Sulzbach;49.650397;7.531344
073365008042;Hinzweiler;49.587642;7.560546
073365008043;Hohenöllen;49.627348;7.627144
073365008044;Homberg;49.651372;7.472466
073365008045;Hoppstädten;49.692816;7.534229
073365008048;Jettenbach;49.534085;7.557499
073365008049;Kappeln;49.677538;7.565381
073365008050;Kirrweiler;49.636804;7.491382
073365008053;Kreimbach-Kaulbach;49.552474;7.63264
073365008057;Langweiler;49.669515;7.512256
073365008058;Lauterecken;49.654181;7.591822
073365008060;Lohnweiler;49.627574;7.595614
073365008061;Medard;49.671209;7.611901
073365008062;Merzweiler;49.667861;7.537133
073365008065;Nerzweiler;49.604986;7.557419
073365008069;Nußbach;49.636566;7.701338
073365008072;Oberweiler im Tal;49.574207;7.55208
073365008073;Oberweiler-Tiefenbach;49.598093;7.61971
073365008074;Odenbach;49.680373;7.647161
073365008075;Offenbach-Hundheim;49.620732;7.555172
073365008085;Reipoltskirchen;49.625419;7.663156
073365008086;Relsberg;49.596098;7.662999
073365008087;Rothselberg;49.544607;7.593208
073365008090;Rutsweiler an der Lauter;49.567218;7.609189
073365008095;Sankt Julian;49.609489;7.490032
073365008100;Unterjeckenbach;49.665383;7.475753
073365008104;Wiesweiler;49.636406;7.569097
073365008105;Wolfstein;49.587616;7.613487
073365009004;Altenkirchen;49.442613;7.312052
073365009008;Börsborn;49.442039;7.401813
073365009010;Breitenbach;49.436611;7.27276
073365009011;Brücken (Pfalz);49.428375;7.362149
073365009016;Dittweiler;49.428204;7.32343
073365009017;Dunzweiler;49.411296;7.305917
073365009027;Frohnhofen;49.454549;7.301772
073365009031;Glan-Münchweiler;49.466296;7.438846
073365009032;Gries;49.424012;7.401784
073365009037;Henschtal;49.465966;7.401419
073365009041;Herschweiler-Pettersheim;49.477314;7.350293
073365009047;Hüffler;49.496724;7.390406
073365009054;Krottelbach;49.466425;7.323757
073365009056;Langenbach;49.489755;7.320176
073365009064;Nanzdietschweiler;49.441424;7.434779
073365009076;Ohmbach;49.450483;7.347047
073365009082;Rehweiler;49.486752;7.437435
073365009092;Schönenberg-Kübelberg;49.402965;7.370781
073365009096;Steinbach am Glan;49.452164;7.379916
073365009101;Wahnwegen;49.48131;7.373014
073365009102;Waldmohr;49.385552;7.345481
073365009107;Matzenbach;49.498504;7.462998
073365009501;Quirnbach/Pfalz;49.478648;7.407203
073365010002;Albessen;49.517222;7.330564
073365010003;Altenglan;49.550996;7.463915
073365010006;Blaubach;49.558039;7.402026
073365010009;Bosenbach;49.54317;7.514746
073365010015;Dennweiler-Frohnbach;49.585033;7.379274
073365010018;Ehweiler;49.523291;7.360948
073365010021;Elzweiler;49.56812;7.514718
073365010022;Erdesbach;49.570959;7.434271
073365010024;Etschberg;49.508175;7.420581
073365010025;Föckelberg;49.527462;7.491155
073365010034;Haschbach am Remigiusberg;49.525625;7.429057
073365010039;Herchweiler;49.512242;7.295972
073365010046;Horschbach;49.583572;7.523665
073365010051;Körborn;49.568282;7.371637
073365010052;Konken;49.505364;7.352905
073365010055;Kusel;49.53742;7.396314
073365010066;Neunkirchen am Potzberg;49.509703;7.486903
073365010067;Niederalben;49.621464;7.456948
073365010068;Niederstaufenbach;49.528689;7.515999
073365010070;Oberalben;49.57959;7.406425
073365010071;Oberstaufenbach;49.515268;7.513116
073365010077;Pfeffelbach;49.539856;7.32509
073365010079;Rammelsbach;49.541151;7.442156
073365010081;Rathsweiler;49.60091;7.448879
073365010084;Reichweiler;49.543937;7.291376
073365010088;Ruthweiler;49.548288;7.363897
073365010089;Rutsweiler am Glan;49.525801;7.462844
073365010091;Schellweiler;49.512594;7.394333
073365010094;Selchenbach;49.495517;7.297577
073365010097;Thallichtenberg;49.564532;7.344902
073365010098;Theisbergstegen;49.512029;7.444307
073365010099;Ulmet;49.585099;7.453199
073365010103;Welchweiler;49.572064;7.50051
073365010106;Bedesbach;49.569052;7.472258
073375001001;Albersweiler;49.246081;7.967329
073375001017;Dernbach;49.24887;8.005391
073375001024;Eußerthal;49.245151;7.970969
073375001033;Gossersweiler-Stein;49.155105;7.921908
073375001054;Münchweiler am Klingbach;49.149621;7.970293
073375001064;Ramberg;49.26912;8.00707
073375001067;Rinnthal;49.230495;7.91547
073375001074;Silz;49.137901;7.938827
073375001078;Völkersweiler;49.173331;7.938661
073375001080;Waldhambach;49.163231;7.990415
073375001081;Waldrohrbach;49.171304;7.96433
073375001083;Wernersberg;49.190759;7.92339
073375001501;Annweiler am Trifels;49.230316;7.932259
073375002005;Bad Bergzabern;49.10834;7.979152
073375002006;Barbelroth;49.101566;8.072451
073375002008;Birkenhördt;49.111527;7.934073
073375002013;Böllenborn;49.090985;7.914081
073375002018;Dierbach;49.080288;8.058635
073375002019;Dörrenbach;49.088069;7.972438
073375002029;Gleiszellen-Gleishorbach;49.128883;7.996763
073375002037;Hergersweiler;49.09282;8.092859
073375002045;Kapellen-Drusweiler;49.092713;8.025057
073375002046;Kapsweyer;49.037742;8.024762
073375002049;Klingenmünster;49.143132;8.000961
073375002055;Niederhorbach;49.114128;8.036667
073375002056;Niederotterbach;49.066529;8.039886
073375002058;Oberhausen;49.095288;8.051358
073375002059;Oberotterbach;49.074426;7.959877
073375002060;Oberschlettenbach;49.141833;7.867512
073375002062;Pleisweiler-Oberhofen;49.117245;8.002895
073375002071;Schweigen-Rechtenbach;49.059899;7.934345
073375002072;Schweighofen;49.041877;7.991176
073375002076;Steinfeld;49.03743;8.054505
073375002079;Vorderweidenthal;49.128012;7.888232
073375003002;Altdorf;49.292075;8.173051
073375003011;Böbingen;49.289487;8.209541
073375003015;Burrweiler;49.261773;8.042451
073375003020;Edenkoben;49.291829;8.062009
073375003021;Edesheim;49.275061;8.07563
073375003025;Flemlingen;49.257212;8.053123
073375003027;Freimersheim (Pfalz);49.268117;8.227638
073375003028;Gleisweiler;49.249031;8.036362
073375003032;Gommersheim;49.295485;8.246071
073375003035;Großfischlingen;49.267968;8.181508
073375003036;Hainfeld;49.275765;8.03564
073375003048;Kleinfischlingen;49.261621;8.191045
073375003066;Rhodt unter Rietburg;49.285665;8.049881
073375003069;Roschbach;49.265245;8.062824
073375003077;Venningen;49.289567;8.138504
073375003084;Weyher in der Pfalz;49.274177;8.04377
073375004038;Herxheim bei Landau/Pfalz;49.143875;8.21244
073375004039;Herxheimweyher;49.153741;8.252429
073375004044;Insheim;49.154795;8.159847
073375004068;Rohrbach;49.14155;8.140516
073375005007;Billigheim-Ingenheim;49.127442;8.090182
073375005009;Birkweiler;49.217319;7.998539
073375005012;Böchingen;49.246222;8.049041
073375005022;Eschbach;49.172463;8.012813
073375005026;Frankweiler;49.24527;8.017676
073375005031;Göcklingen;49.16101;8.037429
073375005040;Heuchelheim-Klingen;49.14111;8.052446
073375005042;Ilbesheim bei Landau in der Pfalz;49.182009;8.036803
073375005043;Impflingen;49.162508;8.114853
073375005050;Knöringen;49.23803;8.143925
073375005051;Leinsweiler;49.187853;8.007849
073375005065;Ranschbach;49.197339;8.024907
073375005073;Siebeldingen;49.242917;7.981285
073375005082;Walsheim;49.247575;8.08096
073375006047;Kirrweiler (Pfalz);49.311703;8.104189
073375006052;Maikammer;49.311013;8.07967
073375006070;Sankt Martin;49.302855;8.071667
073375007014;Bornheim;49.217196;8.168292
073375007023;Essingen;49.235371;8.176654
073375007041;Hochstadt (Pfalz);49.236858;8.215664
073375007061;Offenbach an der Queich;49.190388;8.195709
073380004004;Bobenheim-Roxheim;49.584909;8.373187
073380005005;Böhl-Iggelheim;49.362526;8.321715
073380017017;Limburgerhof;49.415149;8.394003
073380019019;Mutterstadt;49.441903;8.347203
073380025025;Schifferstadt;49.38137;8.372731
073385001006;Dannstadt-Schauernheim;49.420286;8.318531
073385001014;Hochdorf-Assenheim;49.41598;8.283508
073385001022;Rödersheim-Gronau;49.432416;8.259018
073385004003;Birkenheide;49.487208;8.259618
073385004008;Fußgönheim;49.461536;8.293338
073385004018;Maxdorf;49.487202;8.290042
073385006002;Beindersheim;49.564243;8.327369
073385006009;Großniedesheim;49.577685;8.305409
073385006012;Heßheim;49.542817;8.297664
073385006013;Heuchelheim bei Frankenthal;49.566064;8.292451
073385006015;Kleinniedesheim;49.589505;8.321706
073385006016;Lambsheim;49.518393;8.288686
073385007007;Dudenhofen;49.320684;8.380519
073385007010;Hanhofen;49.319165;8.344362
073385007011;Harthausen;49.298634;8.347449
073385007023;Römerberg;49.278228;8.409525
073385008001;Altrip;49.428461;8.482335
073385008020;Neuhofen;49.417405;8.435
073385008021;Otterstadt;49.37163;8.465283
073385008026;Waldsee;49.397781;8.449428
073390005005;Bingen am Rhein;49.94783;7.935942
073390009009;Budenheim;50.019821;8.171417
073390030030;Ingelheim am Rhein;49.978231;8.079854
073395001003;Bacharach;50.051608;7.737059
073395001007;Breitscheid;50.046501;7.693664
073395001036;Manubach;50.02676;7.73505
073395001038;Münster-Sarmsheim;49.943998;7.879696
073395001040;Niederheimbach;50.018259;7.807297
073395001044;Oberdiebach;50.026984;7.763114
073395001045;Oberheimbach;50.012471;7.768409
073395001058;Trechtingshausen;50.003861;7.837498
073395001062;Waldalgesheim;49.962162;7.814936
073395001063;Weiler bei Bingen;49.98187;7.823247
073395002006;Bodenheim;49.928873;8.308139
073395002020;Gau-Bischofsheim;49.913245;8.28185
073395002026;Harxheim;49.907191;8.266464
073395002034;Lörzweiler;49.894832;8.298115
073395002039;Nackenheim;49.910632;8.333112
073395003001;Appenheim;49.92562;8.023671
073395003008;Bubenheim;49.920389;8.074844
073395003016;Engelstadt;49.906898;8.081002
073395003019;Gau-Algesheim;49.949904;8.009445
073395003041;Nieder-Hilbersheim;49.91599;8.041653
073395003046;Ober-Hilbersheim;49.898945;8.023657
073395003048;Ockenheim;49.943126;7.972374
073395003051;Schwabenheim an der Selz;49.938458;8.109117
073395006017;Essenheim;49.93522;8.155278
073395006031;Jugenheim in Rheinhessen;49.895387;8.084551
073395006032;Klein-Winternheim;49.94174;8.223519
073395006042;Nieder-Olm;49.903769;8.202522
073395006047;Ober-Olm;49.939379;8.190239
073395006054;Sörgenloch;49.878517;8.201285
073395006057;Stadecken-Elsheim;49.912254;8.138946
073395006067;Zornheim;49.887189;8.228978
073395007010;Dalheim;49.83139;8.28658
073395007011;Dexheim;49.842768;8.312657
073395007012;Dienheim;49.831093;8.345994
073395007013;Dolgesheim;49.797884;8.249231
073395007015;Eimsheim;49.793183;8.295155
073395007018;Friesenheim;49.833435;8.257401
073395007024;Guntersblum;49.800962;8.347952
073395007025;Hahnheim;49.863087;8.225116
073395007028;Hillesheim;49.779841;8.25191
073395007033;Köngernheim;49.84754;8.255929
073395007035;Ludwigshöhe;49.817228;8.361071
073395007037;Mommenheim;49.883192;8.270505
073395007043;Nierstein;49.869877;8.317782
073395007049;Oppenheim;49.850228;8.363206
073395007053;Selzen;49.866379;8.255433
073395007059;Uelversheim;49.810891;8.296453
073395007060;Undenheim;49.83618;8.217577
073395007064;Weinolsheim;49.816661;8.256027
073395007066;Wintersheim;49.779209;8.291286
073395007201;Dorn-Dürkheim;49.76469;8.277938
073395008002;Aspisheim;49.907355;7.985702
073395008004;Badenheim;49.841328;7.974728
073395008021;Gensingen;49.895693;7.936224
073395008022;Grolsheim;49.913825;7.923458
073395008029;Horrweiler;49.897225;7.964633
073395008050;Sankt Johann;49.869872;8.020198
073395008056;Sprendlingen;49.866622;7.993882
073395008065;Welgesheim;49.882165;7.965998
073395008068;Zotzenheim;49.875283;7.972034
073395008202;Wolfsheim;49.87329;8.042451
073405001001;Bobenthal;49.062375;7.862787
073405001002;Busenberg;49.13612;7.842689
073405001004;Dahn;49.14694;7.759783
073405001009;Erfweiler;49.162558;7.821578
073405001010;Erlenbach bei Dahn;49.10543;7.876599
073405001011;Fischbach bei Dahn;49.090457;7.697291
073405001021;Hirschthal;49.050189;7.757056
073405001029;Ludwigswinkel;49.086368;7.650317
073405001033;Niederschlettenbach;49.085854;7.845599
073405001034;Nothweiler;49.065515;7.809165
073405001039;Rumbach;49.089799;7.76955
073405001043;Schindhard;49.137092;7.816878
073405001045;Schönau (Pfalz);49.065007;7.741723
073405001501;Bruchweiler-Bärenbach;49.116053;7.788755
073405001502;Bundenthal;49.092953;7.814726
073405002005;Darstein;49.152521;7.886487
073405002006;Dimbach;49.164514;7.899531
073405002014;Hauenstein;49.185045;7.838658
073405002020;Hinterweidenthal;49.190618;7.765586
073405002030;Lug;49.182551;7.900442
073405002047;Schwanheim;49.169933;7.878858
073405002049;Spirkelbach;49.199851;7.875238
073405002057;Wilgartswiesen;49.242254;7.838291
073405003008;Eppenbrunn;49.105152;7.583596
073405003019;Hilst;49.119263;7.530055
073405003026;Kröppen;49.15642;7.511172
073405003028;Lemberg;49.151995;7.661317
073405003036;Obersimten;49.161571;7.582354
073405003040;Ruppertsweiler;49.193788;7.706317
073405003048;Schweix;49.130567;7.5087
073405003052;Trulben;49.137952;7.552266
073405003053;Vinningen;49.166027;7.543157
073405003205;Bottenbach;49.188645;7.503458
073405004003;Clausen;49.259381;7.696656
073405004007;Donsieders;49.264042;7.639421
073405004027;Leimen;49.28567;7.790553
073405004031;Merzalben;49.247984;7.765914
073405004032;Münchweiler an der Rodalb;49.21593;7.703825
073405004038;Rodalben;49.238365;7.632714
073405006012;Geiselberg;49.327316;7.69002
073405006015;Heltersberg;49.301474;7.732416
073405006016;Hermersberg;49.31269;7.630981
073405006022;Höheinöd;49.288934;7.605219
073405006025;Horbach;49.333319;7.651665
073405006044;Schmalenberg;49.332404;7.739282
073405006050;Steinalben;49.314969;7.666009
073405006054;Waldfischbach-Burgalben;49.285938;7.663841
073405008201;Althornbach;49.205659;7.374823
073405008202;Battweiler;49.281166;7.458028
073405008203;Bechhofen;49.350384;7.414014
073405008206;Contwig;49.243709;7.439856
073405008207;Dellfeld;49.236906;7.478893
073405008208;Dietrichingen;49.198803;7.423476
073405008209;Großbundenbach;49.300336;7.424403
073405008210;Großsteinhausen;49.192702;7.451494
073405008211;Hornbach;49.185195;7.354662
073405008212;Käshofen;49.325341;7.415085
073405008213;Kleinbundenbach;49.309079;7.447702
073405008214;Kleinsteinhausen;49.198081;7.47161
073405008218;Mauschbach;49.187294;7.394853
073405008221;Riedelberg;49.17322;7.461243
073405008223;Rosenkopf;49.343749;7.438937
073405008226;Walshausen;49.214482;7.469542
073405008227;Wiesbach;49.338767;7.458378
073405009017;Herschberg;49.296684;7.551982
073405009018;Hettenhausen;49.339559;7.555197
073405009023;Höheischweiler;49.229334;7.547157
073405009024;Höhfröschen;49.245814;7.554577
073405009035;Nünschweiler;49.218119;7.509151
073405009037;Petersberg;49.239944;7.584358
073405009041;Saalstadt;49.324446;7.554192
073405009042;Schauerberg;49.307043;7.577853
073405009051;Thaleischweiler-Fröschen;49.262788;7.577728
073405009055;Weselberg;49.336942;7.601455
073405009204;Biedershausen;49.316786;7.490516
073405009215;Knopp-Labach;49.338826;7.508297
073405009216;Krähenberg;49.328193;7.472246
073405009217;Maßweiler;49.270443;7.528843
073405009219;Obernheim-Kirchenarnbach;49.360137;7.58325
073405009220;Reifenberg;49.283571;7.497223
073405009222;Rieschweiler-Mühlbach;49.250338;7.507966
073405009224;Schmitshausen;49.30215;7.513562
073405009225;Wallhalben;49.319285;7.513679
073405009228;Winterbach (Pfalz);49.301276;7.467061
081110000000;Stuttgart;48.774577;9.172009
081150003003;Böblingen;48.681833;9.019747
081150028028;Leonberg;48.790237;9.007012
081150029029;Magstadt;48.744856;8.979303
081150041041;Renningen;48.772206;8.924277
081150042042;Rutesheim;48.811821;8.932565
081150044044;Schönaich;48.657859;9.066887
081150045045;Sindelfingen;48.712319;9.004
081150050050;Weil der Stadt;48.760079;8.863894
081150051051;Weil im Schönbuch;48.617967;9.061112
081150052052;Weissach;48.842312;8.921758
081155001001;Aidlingen;48.678721;8.878916
081155001054;Grafenau;48.712897;8.903993
081155002013;Ehningen;48.65612;8.945945
081155002015;Gärtringen;48.640012;8.897886
081155003010;Deckenpfronn;48.649469;8.823148
081155003021;Herrenberg;48.597462;8.870047
081155003037;Nufringen;48.621381;8.896786
081155004002;Altdorf;48.608849;9.002249
081155004022;Hildrizhausen;48.617844;8.962292
081155004024;Holzgerlingen;48.63792;9.017165
081155005004;Bondorf;48.522188;8.825652
081155005016;Gäufelden;48.554621;8.841624
081155005034;Mötzingen;48.536608;8.781101
081155005053;Jettingen;48.576126;8.781229
081155006046;Steinenbronn;48.662576;9.11954
081155006048;Waldenbuch;48.629851;9.131351
081160015015;Denkendorf;48.693715;9.32108
081160019019;Esslingen am Neckar;48.74122;9.326483
081160047047;Neuhausen auf den Fildern;48.681112;9.276989
081160072072;Wernau (Neckar);48.689357;9.420861
081160076076;Aichwald;48.762963;9.387369
081160077077;Filderstadt;48.659609;9.216244
081160078078;Leinfelden-Echterdingen;48.685236;9.147093
081160080080;Ostfildern;48.71772;9.261717
081160081081;Aichtal;48.625221;9.218794
081165001016;Dettingen unter Teck;48.61142;9.443318
081165001033;Kirchheim unter Teck;48.642597;9.456487
081165001048;Notzingen;48.674581;9.464399
081165002018;Erkenbrechtsweiler;48.550912;9.427294
081165002054;Owen;48.586634;9.443178
081165002079;Lenningen;48.548339;9.501872
081165003005;Altdorf;48.592775;9.275758
081165003006;Altenriet;48.591831;9.210845
081165003008;Bempflingen;48.575607;9.277478
081165003041;Neckartailfingen;48.611106;9.266637
081165003042;Neckartenzlingen;48.583877;9.237253
081165003063;Schlaitdorf;48.607299;9.216193
081165004011;Beuren;48.5756;9.404923
081165004036;Kohlberg;48.561389;9.332619
081165004046;Neuffen;48.5531;9.368956
081165005020;Frickenhausen;48.585991;9.360613
081165005022;Großbettlingen;48.588283;9.306158
081165005049;Nürtingen;48.619741;9.340662
081165005050;Oberboihingen;48.64505;9.377023
081165005068;Unterensingen;48.661576;9.340398
081165005073;Wolfschlugen;48.655026;9.288926
081165006004;Altbach;48.725852;9.38022
081165006014;Deizisau;48.709886;9.385148
081165006056;Plochingen;48.718285;9.421323
081165007007;Baltmannsweiler;48.750198;9.444275
081165007027;Hochdorf;48.693738;9.468143
081165007037;Lichtenwald;48.746806;9.483339
081165007058;Reichenbach an der Fils;48.715239;9.467102
081165008012;Bissingen an der Teck;48.587298;9.503124
081165008029;Holzmaden;48.637589;9.527622
081165008043;Neidlingen;48.575546;9.564999
081165008053;Ohmden;48.649797;9.530741
081165008070;Weilheim an der Teck;48.609078;9.54733
081165009035;Köngen;48.686937;9.357206
081165009071;Wendlingen am Neckar;48.669477;9.391098
081170010010;Böhmenkirch;48.68737;9.923848
081175001006;Bad Ditzenbach;48.587309;9.691153
081175001014;Deggingen;48.607679;9.720793
081175002018;Ebersbach an der Fils;48.712292;9.520102
081175002044;Schlierbach;48.673995;9.522385
081175003019;Eislingen/Fils;48.702434;9.715814
081175003037;Ottenbach;48.734035;9.754888
081175003042;Salach;48.696815;9.75362
081175004007;Bad Überkingen;48.61692;9.767631
081175004024;Geislingen an der Steige;48.611324;9.836244
081175004033;Kuchen;48.637806;9.793916
081175005026;Göppingen;48.709834;9.666434
081175005043;Schlat;48.652312;9.706033
081175005053;Wäschenbeuren;48.761414;9.688961
081175005055;Wangen;48.734213;9.603366
081175006015;Donzdorf;48.692227;9.814358
081175006025;Gingen an der Fils;48.657354;9.77574
081175006049;Süßen;48.67246;9.747684
081175006061;Lauterstein;48.720016;9.892729
081175007016;Drackenstein;48.552996;9.686129
081175007028;Gruibingen;48.602342;9.630166
081175007031;Hohenstadt;48.537318;9.665782
081175007035;Mühlhausen im Täle;48.57484;9.65401
081175007058;Wiesensteig;48.558727;9.607941
081175008001;Adelberg;48.761936;9.596319
081175008009;Birenbach;48.751699;9.661758
081175008011;Börtlingen;48.759523;9.635516
081175008038;Rechberghausen;48.734602;9.643325
081175009002;Aichelberg;48.631508;9.56554
081175009012;Bad Boll;48.63721;9.607159
081175009017;Dürnau;48.639951;9.634678
081175009023;Gammelshausen;48.639594;9.651585
081175009029;Hattenhofen;48.666519;9.568039
081175009060;Zell unter Aichelberg;48.648096;9.575191
081175010003;Albershausen;48.688981;9.558568
081175010051;Uhingen;48.721805;9.565915
081175011020;Eschenbach;48.657078;9.675819
081175011030;Heiningen;48.660563;9.656107
081180003003;Asperg;48.906034;9.142978
081180011011;Ditzingen;48.838785;9.02269
081180019019;Gerlingen;48.788419;9.062699
081180021021;Großbottwar;49.00917;9.285577
081180046046;Kornwestheim;48.866654;9.186901
081180048048;Ludwigsburg;48.903777;9.217242
081180050050;Markgröningen;48.910383;9.06893
081180051051;Möglingen;48.879136;9.133567
081180060060;Oberstenfeld;49.030161;9.353812
081180076076;Sachsenheim;49.000099;9.003508
081180080080;Korntal-Münchingen;48.848109;9.101993
081180081081;Remseck am Neckar;48.877447;9.266523
081185001007;Besigheim;49.002595;9.171967
081185001016;Freudental;49.008867;9.052225
081185001018;Gemmrigheim;49.025458;9.167909
081185001028;Hessigheim;48.998866;9.184632
081185001047;Löchgau;48.99605;9.097735
081185001053;Mundelsheim;49.002887;9.222543
081185001074;Walheim;49.014318;9.137895
081185002071;Tamm;48.924629;9.124853
081185002077;Ingersheim;48.967983;9.183773
081185002079;Bietigheim-Bissingen;48.955333;9.118529
081185003010;Bönnigheim;49.033505;9.087668
081185003015;Erligheim;49.017657;9.088388
081185003040;Kirchheim am Neckar;49.045891;9.141498
081185004063;Pleidelsheim;48.96143;9.228266
081185004078;Freiberg am Neckar;48.933479;9.18965
081185005001;Affalterbach;48.919171;9.337985
081185005006;Benningen am Neckar;48.941593;9.236982
081185005014;Erdmannhausen;48.941196;9.302013
081185005049;Marbach am Neckar;48.944702;9.297702
081185006027;Hemmingen;48.867154;9.023613
081185006067;Schwieberdingen;48.877066;9.076723
081185007054;Murr;48.968825;9.263258
081185007070;Steinheim an der Murr;48.977119;9.282327
081185008012;Eberdingen;48.883504;8.961721
081185008059;Oberriexingen;48.936287;9.022373
081185008068;Sersheim;48.962925;9.015306
081185008073;Vaihingen an der Enz;48.947409;8.965454
081190001001;Alfdorf;48.858807;9.703332
081190020020;Fellbach;48.822026;9.273994
081190041041;Korb;48.843812;9.367254
081190044044;Murrhardt;48.975298;9.607865
081190061061;Rudersberg;48.880028;9.538096
081190079079;Waiblingen;48.8516;9.330185
081190089089;Berglen;48.855016;9.470201
081190090090;Remshalden;48.8165;9.434985
081190091091;Weinstadt;48.798145;9.389453
081190093093;Kernen im Remstal;48.791486;9.329531
081195001003;Allmersbach im Tal;48.904893;9.469894
081195001004;Althütte;48.928944;9.564426
081195001006;Auenwald;48.945794;9.519416
081195001008;Backnang;48.945314;9.438843
081195001018;Burgstetten;48.926571;9.38438
081195001038;Kirchberg an der Murr;48.947655;9.346638
081195001053;Oppenweiler;48.994046;9.458727
081195001083;Weissach im Tal;48.921619;9.496218
081195001087;Aspach;48.989816;9.390372
081195002055;Plüderhausen;48.807122;9.609152
081195002076;Urbach;48.823076;9.58426
081195003067;Schorndorf;48.799052;9.529867
081195003086;Winterbach;48.792091;9.470962
081195004024;Großerlach;49.045426;9.550606
081195004069;Spiegelberg;49.045233;9.447012
081195004075;Sulzbach an der Murr;49.011935;9.511033
081195005037;Kaisersbach;48.919912;9.644465
081195005084;Welzheim;48.8803;9.622421
081195006042;Leutenbach;48.89947;9.387205
081195006068;Schwaikheim;48.87497;9.352643
081195006085;Winnenden;48.871268;9.417203
081210000000;Heilbronn;49.152712;9.18231
081250007007;Bad Wimpfen;49.226568;9.148127
081250039039;Gundelsheim;49.292181;9.190222
081250058058;Leingarten;49.145825;9.111993
081250068068;Neudenau;49.296972;9.283767
081250107107;Wüstenrot;49.092732;9.468287
081255001005;Bad Friedrichshall;49.240254;9.217928
081255001078;Oedheim;49.237317;9.266562
081255001079;Offenau;49.247047;9.170411
081255002006;Bad Rappenau;49.239318;9.064361
081255002049;Kirchardt;49.200163;8.989764
081255002087;Siegelsbach;49.269757;9.088188
081255003013;Brackenheim;49.08369;9.06542
081255003017;Cleebronn;49.041825;9.028073
081255004026;Eppingen;49.137598;8.907135
081255004034;Gemmingen;49.153521;8.978744
081255004047;Ittlingen;49.19526;8.927886
081255005030;Flein;49.099697;9.226113
081255005094;Talheim;49.085256;9.201125
081255006056;Lauffen am Neckar;49.074964;9.167235
081255006066;Neckarwestheim;49.040851;9.208771
081255006074;Nordheim;49.111779;9.112408
081255007048;Jagsthausen;49.309925;9.46627
081255007063;Möckmühl;49.324684;9.355322
081255007084;Roigheim;49.364584;9.336969
081255007103;Widdern;49.328897;9.425298
081255008027;Erlenbach;49.178908;9.266763
081255008065;Neckarsulm;49.198813;9.235545
081255008096;Untereisesheim;49.210216;9.194512
081255009069;Neuenstadt am Kocher;49.23969;9.323614
081255009111;Hardthausen am Kocher;49.265274;9.391225
081255009113;Langenbrettach;49.21439;9.396503
081255010038;Güglingen;49.065457;9.001842
081255010081;Pfaffenhofen;49.056828;8.958615
081255010108;Zaberfeld;49.062317;8.908311
